Starting with 1715 puzzles...
Resumed from log/results_opus-4-6.txt: 475 puzzles attempted, 390 verified
Resumed from log/results_opus-4-6_part2.txt: 231 puzzles attempted, 212 verified
Total resumed: 706 puzzles, 602 verified
Skipping puzzle 33/1715: TowersOfHanoiArbitrary:1 (resumed: FAIL)

Skipping puzzle 34/1715: TowersOfHanoiArbitrary:2 (resumed: FAIL)

Skipping puzzle 35/1715: TowersOfHanoiArbitrary:3 (resumed: FAIL)

Skipping puzzle 36/1715: TowersOfHanoiArbitrary:4 (resumed: FAIL)

Skipping puzzle 37/1715: LongestMonotonicSubstring:0 (resumed: FAIL)

Skipping puzzle 38/1715: LongestMonotonicSubstring:1 (resumed: FAIL)

Skipping puzzle 39/1715: LongestMonotonicSubstring:2 (resumed: FAIL)

Skipping puzzle 40/1715: LongestMonotonicSubstring:3 (resumed: OK)

Skipping puzzle 41/1715: LongestMonotonicSubstring:4 (resumed: OK)

Skipping puzzle 42/1715: LongestMonotonicSubstringTricky:0 (resumed: FAIL)

Skipping puzzle 43/1715: LongestMonotonicSubstringTricky:1 (resumed: FAIL)

Skipping puzzle 44/1715: LongestMonotonicSubstringTricky:2 (resumed: OK)

Skipping puzzle 45/1715: LongestMonotonicSubstringTricky:3 (resumed: FAIL)

Skipping puzzle 46/1715: LongestMonotonicSubstringTricky:4 (resumed: FAIL)

Skipping puzzle 47/1715: Quine:0 (resumed: OK)

Skipping puzzle 48/1715: RevQuine:0 (resumed: FAIL)

Skipping puzzle 49/1715: BooleanPythagoreanTriples:0 (resumed: OK)

Skipping puzzle 50/1715: BooleanPythagoreanTriples:1 (resumed: FAIL)

Skipping puzzle 51/1715: BooleanPythagoreanTriples:2 (resumed: OK)

Skipping puzzle 52/1715: BooleanPythagoreanTriples:3 (resumed: OK)

Skipping puzzle 53/1715: ClockAngle:0 (resumed: OK)

Skipping puzzle 54/1715: ClockAngle:1 (resumed: FAIL)

Skipping puzzle 55/1715: ClockAngle:2 (resumed: OK)

Skipping puzzle 56/1715: ClockAngle:3 (resumed: OK)

Skipping puzzle 57/1715: ClockAngle:4 (resumed: OK)

Skipping puzzle 58/1715: Kirkman:0 (resumed: FAIL)

Skipping puzzle 59/1715: MonkeyAndCoconuts:0 (resumed: OK)

Skipping puzzle 60/1715: No3Colinear:0 (resumed: FAIL)

Skipping puzzle 61/1715: No3Colinear:1 (resumed: OK)

Skipping puzzle 62/1715: No3Colinear:2 (resumed: OK)

Skipping puzzle 63/1715: No3Colinear:3 (resumed: OK)

Skipping puzzle 64/1715: PostageStamp:0 (resumed: OK)

Skipping puzzle 65/1715: PostageStamp:1 (resumed: OK)

Skipping puzzle 66/1715: PostageStamp:2 (resumed: OK)

Skipping puzzle 67/1715: PostageStamp:3 (resumed: OK)

Skipping puzzle 68/1715: PostageStamp:4 (resumed: OK)

Skipping puzzle 69/1715: Sudoku:0 (resumed: FAIL)

Skipping puzzle 70/1715: Sudoku:1 (resumed: FAIL)

Skipping puzzle 71/1715: Sudoku:2 (resumed: FAIL)

Skipping puzzle 72/1715: Sudoku:3 (resumed: FAIL)

Skipping puzzle 73/1715: Sudoku:4 (resumed: FAIL)

Skipping puzzle 74/1715: SquaringTheSquare:0 (resumed: FAIL)

Skipping puzzle 75/1715: NecklaceSplit:0 (resumed: FAIL)

Skipping puzzle 76/1715: NecklaceSplit:1 (resumed: FAIL)

Skipping puzzle 77/1715: NecklaceSplit:2 (resumed: OK)

Skipping puzzle 78/1715: NecklaceSplit:3 (resumed: FAIL)

Skipping puzzle 79/1715: NecklaceSplit:4 (resumed: OK)

Skipping puzzle 80/1715: PandigitalSquare:0 (resumed: OK)

Skipping puzzle 81/1715: AllPandigitalSquares:0 (resumed: FAIL)

Skipping puzzle 82/1715: CardGame24:0 (resumed: OK)

Skipping puzzle 83/1715: CardGame24:1 (resumed: OK)

Skipping puzzle 84/1715: CardGame24:2 (resumed: OK)

Skipping puzzle 85/1715: CardGame24:3 (resumed: OK)

Skipping puzzle 86/1715: CardGame24:4 (resumed: FAIL)

Skipping puzzle 87/1715: Easy63:0 (resumed: OK)

Skipping puzzle 88/1715: Harder63:0 (resumed: FAIL)

Skipping puzzle 89/1715: WaterPouring:0 (resumed: OK)

Skipping puzzle 90/1715: WaterPouring:1 (resumed: FAIL)

Skipping puzzle 91/1715: WaterPouring:2 (resumed: OK)

Skipping puzzle 92/1715: WaterPouring:3 (resumed: FAIL)

Skipping puzzle 93/1715: WaterPouring:4 (resumed: OK)

Skipping puzzle 94/1715: VerbalArithmetic:0 (resumed: OK)

Skipping puzzle 95/1715: VerbalArithmetic:1 (resumed: OK)

Skipping puzzle 96/1715: VerbalArithmetic:2 (resumed: FAIL)

Skipping puzzle 97/1715: VerbalArithmetic:3 (resumed: FAIL)

Skipping puzzle 98/1715: VerbalArithmetic:4 (resumed: OK)

Skipping puzzle 99/1715: SlidingPuzzle:0 (resumed: FAIL)

Skipping puzzle 100/1715: SlidingPuzzle:1 (resumed: FAIL)

Skipping puzzle 101/1715: SlidingPuzzle:2 (resumed: FAIL)

Skipping puzzle 102/1715: SlidingPuzzle:3 (resumed: OK)

Skipping puzzle 103/1715: SlidingPuzzle:4 (resumed: FAIL)

Skipping puzzle 104/1715: FindCloseElements:0 (resumed: OK)

Skipping puzzle 105/1715: FindCloseElements:1 (resumed: OK)

Skipping puzzle 106/1715: FindCloseElements:2 (resumed: OK)

Skipping puzzle 107/1715: FindCloseElements:3 (resumed: OK)

Skipping puzzle 108/1715: FindCloseElements:4 (resumed: OK)

Skipping puzzle 109/1715: SeparateParenGroups:0 (resumed: OK)

Skipping puzzle 110/1715: SeparateParenGroups:1 (resumed: OK)

Skipping puzzle 111/1715: SeparateParenGroups:2 (resumed: OK)

Skipping puzzle 112/1715: SeparateParenGroups:3 (resumed: OK)

Skipping puzzle 113/1715: SeparateParenGroups:4 (resumed: OK)

Skipping puzzle 114/1715: Frac:0 (resumed: OK)

Skipping puzzle 115/1715: Frac:1 (resumed: OK)

Skipping puzzle 116/1715: Frac:2 (resumed: OK)

Skipping puzzle 117/1715: Frac:3 (resumed: OK)

Skipping puzzle 118/1715: Frac:4 (resumed: OK)

Skipping puzzle 119/1715: FirstNegCumulative:0 (resumed: OK)

Skipping puzzle 120/1715: FirstNegCumulative:1 (resumed: OK)

Skipping puzzle 121/1715: FirstNegCumulative:2 (resumed: OK)

Skipping puzzle 122/1715: FirstNegCumulative:3 (resumed: OK)

Skipping puzzle 123/1715: FirstNegCumulative:4 (resumed: OK)

Skipping puzzle 124/1715: MinSquaredDeviation:0 (resumed: OK)

Skipping puzzle 125/1715: MinSquaredDeviation:1 (resumed: OK)

Skipping puzzle 126/1715: MinSquaredDeviation:2 (resumed: OK)

Skipping puzzle 127/1715: MinSquaredDeviation:3 (resumed: OK)

Skipping puzzle 128/1715: MinSquaredDeviation:4 (resumed: OK)

Skipping puzzle 129/1715: Intersperse:0 (resumed: OK)

Skipping puzzle 130/1715: Intersperse:1 (resumed: OK)

Skipping puzzle 131/1715: Intersperse:2 (resumed: OK)

Skipping puzzle 132/1715: Intersperse:3 (resumed: OK)

Skipping puzzle 133/1715: Intersperse:4 (resumed: OK)

Skipping puzzle 134/1715: DeepestParens:0 (resumed: OK)

Skipping puzzle 135/1715: DeepestParens:1 (resumed: OK)

Skipping puzzle 136/1715: DeepestParens:2 (resumed: FAIL)

Skipping puzzle 137/1715: DeepestParens:3 (resumed: OK)

Skipping puzzle 138/1715: DeepestParens:4 (resumed: OK)

Skipping puzzle 139/1715: FindContainers:0 (resumed: OK)

Skipping puzzle 140/1715: FindContainers:1 (resumed: OK)

Skipping puzzle 141/1715: FindContainers:2 (resumed: OK)

Skipping puzzle 142/1715: FindContainers:3 (resumed: OK)

Skipping puzzle 143/1715: FindContainers:4 (resumed: OK)

Skipping puzzle 144/1715: SumProduct:0 (resumed: OK)

Skipping puzzle 145/1715: SumProduct:1 (resumed: OK)

Skipping puzzle 146/1715: SumProduct:2 (resumed: OK)

Skipping puzzle 147/1715: SumProduct:3 (resumed: OK)

Skipping puzzle 148/1715: SumProduct:4 (resumed: OK)

Skipping puzzle 149/1715: RollingMax:0 (resumed: OK)

Skipping puzzle 150/1715: RollingMax:1 (resumed: OK)

Skipping puzzle 151/1715: RollingMax:2 (resumed: OK)

Skipping puzzle 152/1715: RollingMax:3 (resumed: OK)

Skipping puzzle 153/1715: RollingMax:4 (resumed: OK)

Skipping puzzle 154/1715: PalindromeContaining:0 (resumed: OK)

Skipping puzzle 155/1715: PalindromeContaining:1 (resumed: OK)

Skipping puzzle 156/1715: PalindromeContaining:2 (resumed: OK)

Skipping puzzle 157/1715: PalindromeContaining:3 (resumed: OK)

Skipping puzzle 158/1715: PalindromeContaining:4 (resumed: OK)

Skipping puzzle 159/1715: BinaryStrXOR:0 (resumed: OK)

Skipping puzzle 160/1715: BinaryStrXOR:1 (resumed: OK)

Skipping puzzle 161/1715: BinaryStrXOR:2 (resumed: OK)

Skipping puzzle 162/1715: BinaryStrXOR:3 (resumed: FAIL)

Skipping puzzle 163/1715: BinaryStrXOR:4 (resumed: OK)

Skipping puzzle 164/1715: LongestStr:0 (resumed: OK)

Skipping puzzle 165/1715: LongestStr:1 (resumed: OK)

Skipping puzzle 166/1715: LongestStr:2 (resumed: OK)

Skipping puzzle 167/1715: LongestStr:3 (resumed: OK)

Skipping puzzle 168/1715: LongestStr:4 (resumed: OK)

Skipping puzzle 169/1715: CertifiedGCD:0 (resumed: FAIL)

Skipping puzzle 170/1715: CertifiedGCD:1 (resumed: FAIL)

Skipping puzzle 171/1715: CertifiedGCD:2 (resumed: OK)

Skipping puzzle 172/1715: CertifiedGCD:3 (resumed: FAIL)

Skipping puzzle 173/1715: CertifiedGCD:4 (resumed: FAIL)

Skipping puzzle 174/1715: AllPrefixes:0 (resumed: OK)

Skipping puzzle 175/1715: AllPrefixes:1 (resumed: OK)

Skipping puzzle 176/1715: AllPrefixes:2 (resumed: OK)

Skipping puzzle 177/1715: AllPrefixes:3 (resumed: OK)

Skipping puzzle 178/1715: AllPrefixes:4 (resumed: OK)

Skipping puzzle 179/1715: SpaceyRange:0 (resumed: OK)

Skipping puzzle 180/1715: SpaceyRange:1 (resumed: OK)

Skipping puzzle 181/1715: SpaceyRange:2 (resumed: OK)

Skipping puzzle 182/1715: SpaceyRange:3 (resumed: OK)

Skipping puzzle 183/1715: SpaceyRange:4 (resumed: OK)

Skipping puzzle 184/1715: DistinctChars:0 (resumed: OK)

Skipping puzzle 185/1715: DistinctChars:1 (resumed: OK)

Skipping puzzle 186/1715: DistinctChars:2 (resumed: OK)

Skipping puzzle 187/1715: DistinctChars:3 (resumed: OK)

Skipping puzzle 188/1715: DistinctChars:4 (resumed: OK)

Skipping puzzle 189/1715: ParseMusic:0 (resumed: OK)

Skipping puzzle 190/1715: ParseMusic:1 (resumed: OK)

Skipping puzzle 191/1715: ParseMusic:2 (resumed: OK)

Skipping puzzle 192/1715: ParseMusic:3 (resumed: OK)

Skipping puzzle 193/1715: ParseMusic:4 (resumed: OK)

Skipping puzzle 194/1715: OverlappingCount:0 (resumed: FAIL)

Skipping puzzle 195/1715: OverlappingCount:1 (resumed: OK)

Skipping puzzle 196/1715: OverlappingCount:2 (resumed: OK)

Skipping puzzle 197/1715: OverlappingCount:3 (resumed: OK)

Skipping puzzle 198/1715: OverlappingCount:4 (resumed: OK)

Skipping puzzle 199/1715: SortNumbers:0 (resumed: OK)

Skipping puzzle 200/1715: SortNumbers:1 (resumed: OK)

Skipping puzzle 201/1715: SortNumbers:2 (resumed: OK)

Skipping puzzle 202/1715: SortNumbers:3 (resumed: OK)

Skipping puzzle 203/1715: SortNumbers:4 (resumed: OK)

Skipping puzzle 204/1715: FindClosePair:0 (resumed: OK)

Skipping puzzle 205/1715: FindClosePair:1 (resumed: OK)

Skipping puzzle 206/1715: FindClosePair:2 (resumed: OK)

Skipping puzzle 207/1715: FindClosePair:3 (resumed: OK)

Skipping puzzle 208/1715: FindClosePair:4 (resumed: OK)

Skipping puzzle 209/1715: Rescale:0 (resumed: OK)

Skipping puzzle 210/1715: Rescale:1 (resumed: OK)

Skipping puzzle 211/1715: Rescale:2 (resumed: FAIL)

Skipping puzzle 212/1715: Rescale:3 (resumed: OK)

Skipping puzzle 213/1715: Rescale:4 (resumed: OK)

Skipping puzzle 214/1715: FilterInts:0 (resumed: OK)

Skipping puzzle 215/1715: FilterInts:1 (resumed: OK)

Skipping puzzle 216/1715: FilterInts:2 (resumed: OK)

Skipping puzzle 217/1715: FilterInts:3 (resumed: OK)

Skipping puzzle 218/1715: FilterInts:4 (resumed: OK)

Skipping puzzle 219/1715: StrLength:0 (resumed: OK)

Skipping puzzle 220/1715: StrLength:1 (resumed: OK)

Skipping puzzle 221/1715: StrLength:2 (resumed: OK)

Skipping puzzle 222/1715: StrLength:3 (resumed: OK)

Skipping puzzle 223/1715: StrLength:4 (resumed: OK)

Skipping puzzle 224/1715: LargestDivisor:0 (resumed: OK)

Skipping puzzle 225/1715: LargestDivisor:1 (resumed: OK)

Skipping puzzle 226/1715: LargestDivisor:2 (resumed: OK)

Skipping puzzle 227/1715: LargestDivisor:3 (resumed: OK)

Skipping puzzle 228/1715: LargestDivisor:4 (resumed: OK)

Skipping puzzle 229/1715: PrimeFactorization:0 (resumed: OK)

Skipping puzzle 230/1715: PrimeFactorization:1 (resumed: OK)

Skipping puzzle 231/1715: PrimeFactorization:2 (resumed: OK)

Skipping puzzle 232/1715: PrimeFactorization:3 (resumed: OK)

Skipping puzzle 233/1715: PrimeFactorization:4 (resumed: FAIL)

Skipping puzzle 234/1715: Dedup:0 (resumed: OK)

Skipping puzzle 235/1715: Dedup:1 (resumed: OK)

Skipping puzzle 236/1715: Dedup:2 (resumed: OK)

Skipping puzzle 237/1715: Dedup:3 (resumed: OK)

Skipping puzzle 238/1715: Dedup:4 (resumed: OK)

Skipping puzzle 239/1715: FlipCase:0 (resumed: OK)

Skipping puzzle 240/1715: FlipCase:1 (resumed: OK)

Skipping puzzle 241/1715: FlipCase:2 (resumed: OK)

Skipping puzzle 242/1715: FlipCase:3 (resumed: OK)

Skipping puzzle 243/1715: FlipCase:4 (resumed: OK)

Skipping puzzle 244/1715: CatStrings:0 (resumed: OK)

Skipping puzzle 245/1715: CatStrings:1 (resumed: OK)

Skipping puzzle 246/1715: CatStrings:2 (resumed: OK)

Skipping puzzle 247/1715: CatStrings:3 (resumed: OK)

Skipping puzzle 248/1715: CatStrings:4 (resumed: OK)

Skipping puzzle 249/1715: FindExtensions:0 (resumed: OK)

Skipping puzzle 250/1715: FindExtensions:1 (resumed: OK)

Skipping puzzle 251/1715: FindExtensions:2 (resumed: OK)

Skipping puzzle 252/1715: FindExtensions:3 (resumed: OK)

Skipping puzzle 253/1715: FindExtensions:4 (resumed: OK)

Skipping puzzle 254/1715: FindPositives:0 (resumed: OK)

Skipping puzzle 255/1715: FindPositives:1 (resumed: OK)

Skipping puzzle 256/1715: FindPositives:2 (resumed: OK)

Skipping puzzle 257/1715: FindPositives:3 (resumed: OK)

Skipping puzzle 258/1715: FindPositives:4 (resumed: OK)

Skipping puzzle 259/1715: FermatComposites:0 (resumed: OK)

Skipping puzzle 260/1715: FermatComposites:1 (resumed: OK)

Skipping puzzle 261/1715: FermatComposites:2 (resumed: OK)

Skipping puzzle 262/1715: FermatComposites:3 (resumed: OK)

Skipping puzzle 263/1715: FermatComposites:4 (resumed: OK)

Skipping puzzle 264/1715: OddDegreePolynomialRoot:0 (resumed: FAIL)

Skipping puzzle 265/1715: OddDegreePolynomialRoot:1 (resumed: OK)

Skipping puzzle 266/1715: OddDegreePolynomialRoot:2 (resumed: OK)

Skipping puzzle 267/1715: OddDegreePolynomialRoot:3 (resumed: FAIL)

Skipping puzzle 268/1715: OddDegreePolynomialRoot:4 (resumed: OK)

Skipping puzzle 269/1715: TwoThirdsSorted:0 (resumed: FAIL)

Skipping puzzle 270/1715: TwoThirdsSorted:1 (resumed: FAIL)

Skipping puzzle 271/1715: TwoThirdsSorted:2 (resumed: OK)

Skipping puzzle 272/1715: TwoThirdsSorted:3 (resumed: FAIL)

Skipping puzzle 273/1715: TwoThirdsSorted:4 (resumed: OK)

Skipping puzzle 274/1715: UniqueSorted:0 (resumed: OK)

Skipping puzzle 275/1715: UniqueSorted:1 (resumed: OK)

Skipping puzzle 276/1715: UniqueSorted:2 (resumed: OK)

Skipping puzzle 277/1715: UniqueSorted:3 (resumed: OK)

Skipping puzzle 278/1715: UniqueSorted:4 (resumed: OK)

Skipping puzzle 279/1715: MaxInt:0 (resumed: OK)

Skipping puzzle 280/1715: MaxInt:1 (resumed: OK)

Skipping puzzle 281/1715: MaxInt:2 (resumed: OK)

Skipping puzzle 282/1715: MaxInt:3 (resumed: OK)

Skipping puzzle 283/1715: MaxInt:4 (resumed: OK)

Skipping puzzle 284/1715: SevenElevenThirteen:0 (resumed: OK)

Skipping puzzle 285/1715: SevenElevenThirteen:1 (resumed: OK)

Skipping puzzle 286/1715: SevenElevenThirteen:2 (resumed: OK)

Skipping puzzle 287/1715: SevenElevenThirteen:3 (resumed: OK)

Skipping puzzle 288/1715: HalfSorted:0 (resumed: OK)

Skipping puzzle 289/1715: HalfSorted:1 (resumed: OK)

Skipping puzzle 290/1715: HalfSorted:2 (resumed: OK)

Skipping puzzle 291/1715: HalfSorted:3 (resumed: OK)

Skipping puzzle 292/1715: HalfSorted:4 (resumed: OK)

Skipping puzzle 293/1715: ThreeCycle:0 (resumed: OK)

Skipping puzzle 294/1715: ThreeCycle:1 (resumed: OK)

Skipping puzzle 295/1715: ThreeCycle:2 (resumed: OK)

Skipping puzzle 296/1715: ThreeCycle:3 (resumed: OK)

Skipping puzzle 297/1715: ThreeCycle:4 (resumed: OK)

Skipping puzzle 298/1715: PrimeFib:0 (resumed: OK)

Skipping puzzle 299/1715: PrimeFib:1 (resumed: OK)

Skipping puzzle 300/1715: PrimeFib:2 (resumed: OK)

Skipping puzzle 301/1715: PrimeFib:3 (resumed: OK)

Skipping puzzle 302/1715: PrimeFib:4 (resumed: OK)

Skipping puzzle 303/1715: TripleZeroSum:0 (resumed: OK)

Skipping puzzle 304/1715: TripleZeroSum:1 (resumed: OK)

Skipping puzzle 305/1715: TripleZeroSum:2 (resumed: OK)

Skipping puzzle 306/1715: TripleZeroSum:3 (resumed: OK)

Skipping puzzle 307/1715: TripleZeroSum:4 (resumed: OK)

Skipping puzzle 308/1715: NumPasses:0 (resumed: OK)

Skipping puzzle 309/1715: NumPasses:1 (resumed: OK)

Skipping puzzle 310/1715: NumPasses:2 (resumed: OK)

Skipping puzzle 311/1715: NumPasses:3 (resumed: OK)

Skipping puzzle 312/1715: NumPasses:4 (resumed: OK)

Skipping puzzle 313/1715: ListInc:0 (resumed: OK)

Skipping puzzle 314/1715: ListInc:1 (resumed: OK)

Skipping puzzle 315/1715: ListInc:2 (resumed: OK)

Skipping puzzle 316/1715: ListInc:3 (resumed: OK)

Skipping puzzle 317/1715: ListInc:4 (resumed: OK)

Skipping puzzle 318/1715: PairZeroSum:0 (resumed: OK)

Skipping puzzle 319/1715: PairZeroSum:1 (resumed: OK)

Skipping puzzle 320/1715: PairZeroSum:2 (resumed: OK)

Skipping puzzle 321/1715: PairZeroSum:3 (resumed: OK)

Skipping puzzle 322/1715: PairZeroSum:4 (resumed: OK)

Skipping puzzle 323/1715: ChangeBase:0 (resumed: OK)

Skipping puzzle 324/1715: ChangeBase:1 (resumed: OK)

Skipping puzzle 325/1715: ChangeBase:2 (resumed: OK)

Skipping puzzle 326/1715: ChangeBase:3 (resumed: OK)

Skipping puzzle 327/1715: ChangeBase:4 (resumed: OK)

Skipping puzzle 328/1715: TriangleArea:0 (resumed: OK)

Skipping puzzle 329/1715: TriangleArea:1 (resumed: OK)

Skipping puzzle 330/1715: TriangleArea:2 (resumed: OK)

Skipping puzzle 331/1715: TriangleArea:3 (resumed: OK)

Skipping puzzle 332/1715: TriangleArea:4 (resumed: OK)

Skipping puzzle 333/1715: Fib4:0 (resumed: FAIL)

Skipping puzzle 334/1715: Fib4:1 (resumed: FAIL)

Skipping puzzle 335/1715: Fib4:2 (resumed: FAIL)

Skipping puzzle 336/1715: Fib4:3 (resumed: FAIL)

Skipping puzzle 337/1715: Fib4:4 (resumed: OK)

Skipping puzzle 338/1715: Median:0 (resumed: OK)

Skipping puzzle 339/1715: Median:1 (resumed: OK)

Skipping puzzle 340/1715: Median:2 (resumed: OK)

Skipping puzzle 341/1715: Median:3 (resumed: OK)

Skipping puzzle 342/1715: Median:4 (resumed: OK)

Skipping puzzle 343/1715: Palindrome:0 (resumed: OK)

Skipping puzzle 344/1715: Palindrome:1 (resumed: OK)

Skipping puzzle 345/1715: Palindrome:2 (resumed: OK)

Skipping puzzle 346/1715: Palindrome:3 (resumed: OK)

Skipping puzzle 347/1715: Palindrome:4 (resumed: OK)

Skipping puzzle 348/1715: LittleFermat:0 (resumed: OK)

Skipping puzzle 349/1715: ShiftChars:0 (resumed: OK)

Skipping puzzle 350/1715: ShiftChars:1 (resumed: OK)

Skipping puzzle 351/1715: ShiftChars:2 (resumed: OK)

Skipping puzzle 352/1715: ShiftChars:3 (resumed: OK)

Skipping puzzle 353/1715: ShiftChars:4 (resumed: OK)

Skipping puzzle 354/1715: RemoveVowels:0 (resumed: OK)

Skipping puzzle 355/1715: RemoveVowels:1 (resumed: OK)

Skipping puzzle 356/1715: RemoveVowels:2 (resumed: OK)

Skipping puzzle 357/1715: RemoveVowels:3 (resumed: OK)

Skipping puzzle 358/1715: RemoveVowels:4 (resumed: OK)

Skipping puzzle 359/1715: BelowThreshold:0 (resumed: OK)

Skipping puzzle 360/1715: BelowThreshold:1 (resumed: OK)

Skipping puzzle 361/1715: BelowThreshold:2 (resumed: OK)

Skipping puzzle 362/1715: BelowThreshold:3 (resumed: OK)

Skipping puzzle 363/1715: BelowThreshold:4 (resumed: OK)

Skipping puzzle 364/1715: ListTotal:0 (resumed: OK)

Skipping puzzle 365/1715: ListTotal:1 (resumed: OK)

Skipping puzzle 366/1715: ListTotal:2 (resumed: OK)

Skipping puzzle 367/1715: ListTotal:3 (resumed: OK)

Skipping puzzle 368/1715: ListTotal:4 (resumed: OK)

Skipping puzzle 369/1715: DiffChars:0 (resumed: OK)

Skipping puzzle 370/1715: DiffChars:1 (resumed: OK)

Skipping puzzle 371/1715: DiffChars:2 (resumed: OK)

Skipping puzzle 372/1715: DiffChars:3 (resumed: OK)

Skipping puzzle 373/1715: DiffChars:4 (resumed: OK)

Skipping puzzle 374/1715: Fibonacci:0 (resumed: FAIL)

Skipping puzzle 375/1715: Fibonacci:1 (resumed: FAIL)

Skipping puzzle 376/1715: Fibonacci:2 (resumed: FAIL)

Skipping puzzle 377/1715: Fibonacci:3 (resumed: FAIL)

Skipping puzzle 378/1715: Fibonacci:4 (resumed: FAIL)

Skipping puzzle 379/1715: MatchBrackets:0 (resumed: FAIL)

Skipping puzzle 380/1715: MatchBrackets:1 (resumed: FAIL)

Skipping puzzle 381/1715: MatchBrackets:2 (resumed: FAIL)

Skipping puzzle 382/1715: MatchBrackets:3 (resumed: OK)

Skipping puzzle 383/1715: MatchBrackets:4 (resumed: FAIL)

Skipping puzzle 384/1715: Monotonic:0 (resumed: OK)

Skipping puzzle 385/1715: Monotonic:1 (resumed: OK)

Skipping puzzle 386/1715: Monotonic:2 (resumed: OK)

Skipping puzzle 387/1715: Monotonic:3 (resumed: OK)

Skipping puzzle 388/1715: Monotonic:4 (resumed: OK)

Skipping puzzle 389/1715: CommonNumbers:0 (resumed: OK)

Skipping puzzle 390/1715: CommonNumbers:1 (resumed: OK)

Skipping puzzle 391/1715: CommonNumbers:2 (resumed: OK)

Skipping puzzle 392/1715: CommonNumbers:3 (resumed: OK)

Skipping puzzle 393/1715: CommonNumbers:4 (resumed: OK)

Skipping puzzle 394/1715: LargestPrimeFactor:0 (resumed: OK)

Skipping puzzle 395/1715: LargestPrimeFactor:1 (resumed: OK)

Skipping puzzle 396/1715: LargestPrimeFactor:2 (resumed: OK)

Skipping puzzle 397/1715: LargestPrimeFactor:3 (resumed: OK)

Skipping puzzle 398/1715: LargestPrimeFactor:4 (resumed: OK)

Skipping puzzle 399/1715: CumulativeSums:0 (resumed: OK)

Skipping puzzle 400/1715: CumulativeSums:1 (resumed: OK)

Skipping puzzle 401/1715: CumulativeSums:2 (resumed: OK)

Skipping puzzle 402/1715: CumulativeSums:3 (resumed: OK)

Skipping puzzle 403/1715: CumulativeSums:4 (resumed: OK)

Skipping puzzle 404/1715: ParenDepth:0 (resumed: FAIL)

Skipping puzzle 405/1715: ParenDepth:1 (resumed: OK)

